,Date,NIFTY PSU BANK
1170,2012-10-05,3419.2
1171,2012-10-08,3340.35
1172,2012-10-09,3350.6
1173,2012-10-10,3289.25
1174,2012-10-11,3362.85
1175,2012-10-12,3345.0
1176,2012-10-15,3363.6
1177,2012-10-16,3307.0
1178,2012-10-17,3297.85
1179,2012-10-18,3400.25
1180,2012-10-19,3382.6
1181,2012-10-22,3359.15
1182,2012-10-23,3346.6
1183,2012-10-25,3312.1
1184,2012-10-26,3239.6
1185,2012-10-29,3222.9
1186,2012-10-30,3091.9
1187,2012-10-31,3140.05
1188,2012-11-01,3170.75
1189,2012-11-02,3236.65
1190,2012-11-05,3218.85
1191,2012-11-06,3245.95
1192,2012-11-07,3332.8
1193,2012-11-08,3366.45
1194,2012-11-09,3266.05
1195,2012-11-12,3301.6
1196,2012-11-13,3278.15
1197,2012-11-15,3263.15
1198,2012-11-16,3189.2
1199,2012-11-19,3164.35
1200,2012-11-20,3121.7
1201,2012-11-21,3138.15
1202,2012-11-22,3179.95
1203,2012-11-23,3169.3
1204,2012-11-26,3167.65
1205,2012-11-27,3207.95
1206,2012-11-29,3242.55
1207,2012-11-30,3324.7
1208,2012-12-03,3345.55
1209,2012-12-04,3395.55
1210,2012-12-05,3448.65
1211,2012-12-06,3501.85
1212,2012-12-07,3510.1
1213,2012-12-10,3570.35
1214,2012-12-11,3534.05
1215,2012-12-12,3522.5
1216,2012-12-13,3470.0
1217,2012-12-14,3551.9
1218,2012-12-17,3585.1
1219,2012-12-18,3626.1
1220,2012-12-19,3631.85
1221,2012-12-20,3647.3
1222,2012-12-21,3570.25
1223,2012-12-24,3565.8
1224,2012-12-26,3624.65
1225,2012-12-27,3640.45
1226,2012-12-28,3645.9
1227,2012-12-31,3673.4
1228,2013-01-01,3758.2
1229,2013-01-02,3790.2
1230,2013-01-03,3804.5
1231,2013-01-04,3828.85
1232,2013-01-07,3805.35
1233,2013-01-08,3823.05
1234,2013-01-09,3825.0
1235,2013-01-10,3836.15
1236,2013-01-11,3771.5
1237,2013-01-14,3833.25
1238,2013-01-15,3828.95
1239,2013-01-16,3747.35
1240,2013-01-17,3785.5
1241,2013-01-18,3819.45
1242,2013-01-21,3817.2
1243,2013-01-22,3756.85
1244,2013-01-23,3737.0
1245,2013-01-24,3662.05
1246,2013-01-25,3764.65
1247,2013-01-28,3730.7
1248,2013-01-29,3674.3
1249,2013-01-30,3619.0
1250,2013-01-31,3698.7
1251,2013-02-01,3656.9
1252,2013-02-04,3539.2
1253,2013-02-05,3541.9
1254,2013-02-06,3534.95
1255,2013-02-07,3489.1
1256,2013-02-08,3438.35
1257,2013-02-11,3446.1
1258,2013-02-12,3453.45
1259,2013-02-13,3395.7
1260,2013-02-14,3357.4
1261,2013-02-15,3374.9
1262,2013-02-18,3418.0
1263,2013-02-19,3450.65
1264,2013-02-20,3421.5
1265,2013-02-21,3344.9
1266,2013-02-22,3338.8
1267,2013-02-25,3333.4
1268,2013-02-26,3282.7
1269,2013-02-27,3323.7
1270,2013-02-28,3136.6
1271,2013-03-01,3158.8
1272,2013-03-04,3148.8
1273,2013-03-05,3199.6
1274,2013-03-06,3257.2
1275,2013-03-07,3258.75
1276,2013-03-08,3305.55
1277,2013-03-11,3317.05
1278,2013-03-12,3304.2
1279,2013-03-13,3238.1
1280,2013-03-14,3324.1
1281,2013-03-15,3320.8
1282,2013-03-18,3307.55
1283,2013-03-19,3218.25
1284,2013-03-20,3107.7
1285,2013-03-21,3050.9
1286,2013-03-22,3058.15
1287,2013-03-25,3013.25
1288,2013-03-26,2995.1
1289,2013-03-28,3048.0
1290,2013-04-01,3084.55
1291,2013-04-02,3168.1
1292,2013-04-03,3095.05
1293,2013-04-04,3048.6
1294,2013-04-05,3039.15
1295,2013-04-08,2991.5
1296,2013-04-09,2928.75
1297,2013-04-10,2977.65
1298,2013-04-11,2985.4
1299,2013-04-12,3038.3
1300,2013-04-15,3132.55
1301,2013-04-16,3187.95
1302,2013-04-17,3227.65
1303,2013-04-18,3309.1
1304,2013-04-22,3372.25
1305,2013-04-23,3323.5
1306,2013-04-25,3374.6
1307,2013-04-26,3301.2
1308,2013-04-29,3309.05
1309,2013-04-30,3288.4
1310,2013-05-02,3333.3
1311,2013-05-03,3229.25
1312,2013-05-06,3237.95
1313,2013-05-07,3267.9
1314,2013-05-08,3254.8
1315,2013-05-09,3306.3
1316,2013-05-10,3313.1
1317,2013-05-11,3326.9
1318,2013-05-13,3265.25
1319,2013-05-14,3285.15
1320,2013-05-15,3422.3
1321,2013-05-16,3443.5
1322,2013-05-17,3466.65
1323,2013-05-20,3458.45
1324,2013-05-21,3409.35
1325,2013-05-22,3372.9
1326,2013-05-23,3187.0
1327,2013-05-24,3175.3
1328,2013-05-27,3188.4
1329,2013-05-28,3180.6
1330,2013-05-29,3135.15
1331,2013-05-30,3131.8
1332,2013-05-31,3035.1
1333,2013-06-03,3060.95
1334,2013-06-04,3023.85
1335,2013-06-05,3029.15
1336,2013-06-06,3067.3
1337,2013-06-07,3010.05
1338,2013-06-10,2981.3
1339,2013-06-11,2954.95
1340,2013-06-12,2971.6
1341,2013-06-13,2940.0
1342,2013-06-14,2987.0
1343,2013-06-17,3003.0
1344,2013-06-18,2962.45
1345,2013-06-19,2964.45
1346,2013-06-20,2844.95
1347,2013-06-21,2789.1
1348,2013-06-24,2718.75
1349,2013-06-25,2678.35
1350,2013-06-26,2669.45
1351,2013-06-27,2673.9
1352,2013-06-28,2743.8
1353,2013-07-01,2837.95
1354,2013-07-02,2793.75
1355,2013-07-03,2649.65
1356,2013-07-04,2655.0
1357,2013-07-05,2663.85
1358,2013-07-08,2638.75
1359,2013-07-09,2688.25
1360,2013-07-10,2648.1
1361,2013-07-11,2693.7
1362,2013-07-12,2679.7
1363,2013-07-15,2732.35
1364,2013-07-16,2595.2
1365,2013-07-17,2540.85
1366,2013-07-18,2591.7
1367,2013-07-19,2562.0
1368,2013-07-22,2590.0
1369,2013-07-23,2646.2
1370,2013-07-24,2533.05
1371,2013-07-25,2511.8
1372,2013-07-26,2436.0
1373,2013-07-29,2392.6
1374,2013-07-30,2346.4
1375,2013-07-31,2361.9
1376,2013-08-01,2277.85
1377,2013-08-02,2222.7
1378,2013-08-05,2255.8
1379,2013-08-06,2183.4
1380,2013-08-07,2265.5
1381,2013-08-08,2233.8
1382,2013-08-12,2199.6
1383,2013-08-13,2221.8
1384,2013-08-14,2225.0
1385,2013-08-16,2105.3
1386,2013-08-19,2034.15
1387,2013-08-20,2059.2
1388,2013-08-21,2038.55
1389,2013-08-22,2068.6
1390,2013-08-23,2074.5
1391,2013-08-26,2074.3
1392,2013-08-27,2006.35
1393,2013-08-28,1960.3
1394,2013-08-29,1951.25
1395,2013-08-30,1990.2
1396,2013-09-02,2010.15
1397,2013-09-03,1939.0
1398,2013-09-04,1962.35
1399,2013-09-05,2132.3
1400,2013-09-06,2118.65
1401,2013-09-10,2129.15
1402,2013-09-11,2242.6
1403,2013-09-12,2218.45
1404,2013-09-13,2249.1
1405,2013-09-16,2241.05
1406,2013-09-17,2210.0
1407,2013-09-18,2261.85
1408,2013-09-19,2448.55
1409,2013-09-20,2342.0
1410,2013-09-23,2208.4
1411,2013-09-24,2191.2
1412,2013-09-25,2229.75
1413,2013-09-26,2215.45
1414,2013-09-27,2180.25
1415,2013-09-30,2134.45
1416,2013-10-01,2172.85
1417,2013-10-03,2223.55
1418,2013-10-04,2211.1
1419,2013-10-07,2197.0
1420,2013-10-08,2182.6
1421,2013-10-09,2201.65
1422,2013-10-10,2220.65
1423,2013-10-11,2264.2
1424,2013-10-14,2281.8
1425,2013-10-15,2210.85
1426,2013-10-17,2184.25
1427,2013-10-18,2243.8
1428,2013-10-21,2271.7
1429,2013-10-22,2273.55
1430,2013-10-23,2334.75
1431,2013-10-24,2340.95
1432,2013-10-25,2330.25
1433,2013-10-28,2260.85
1434,2013-10-29,2348.25
1435,2013-10-30,2311.45
1436,2013-10-31,2482.5
1437,2013-11-01,2598.05
1438,2013-11-03,2619.2
1439,2013-11-05,2630.25
1440,2013-11-06,2535.5
1441,2013-11-07,2445.65
1442,2013-11-08,2426.7
1443,2013-11-11,2376.45
1444,2013-11-12,2335.15
1445,2013-11-13,2349.0
1446,2013-11-14,2403.4
1447,2013-11-18,2476.3
1448,2013-11-19,2535.45
1449,2013-11-20,2484.25
1450,2013-11-21,2419.05
1451,2013-11-22,2391.75
1452,2013-11-25,2481.8
1453,2013-11-26,2429.7
1454,2013-11-27,2420.25
1455,2013-11-28,2423.8
1456,2013-11-29,2505.45
1457,2013-12-02,2517.65
1458,2013-12-03,2499.95
1459,2013-12-04,2503.85
1460,2013-12-05,2570.85
1461,2013-12-06,2601.95
1462,2013-12-09,2660.15
1463,2013-12-10,2611.35
1464,2013-12-11,2555.05
1465,2013-12-12,2524.5
1466,2013-12-13,2461.75
1467,2013-12-16,2445.95
1468,2013-12-17,2421.25
1469,2013-12-18,2494.55
1470,2013-12-19,2447.35
1471,2013-12-20,2494.6
1472,2013-12-23,2535.55
1473,2013-12-24,2544.95
1474,2013-12-26,2541.65
1475,2013-12-27,2563.3
1476,2013-12-30,2541.9
1477,2013-12-31,2555.35
1478,2014-01-01,2573.3
1479,2014-01-02,2521.45
1480,2014-01-03,2515.45
1481,2014-01-06,2468.45
1482,2014-01-07,2427.65
1483,2014-01-08,2460.6
1484,2014-01-09,2421.35
1485,2014-01-10,2379.3
1486,2014-01-13,2411.25
1487,2014-01-14,2396.85
1488,2014-01-15,2441.95
1489,2014-01-16,2433.1
1490,2014-01-17,2392.6
1491,2014-01-20,2410.25
1492,2014-01-21,2437.9
1493,2014-01-22,2433.25
1494,2014-01-23,2428.7
1495,2014-01-24,2347.45
1496,2014-01-27,2257.5
1497,2014-01-28,2254.0
1498,2014-01-29,2218.5
1499,2014-01-30,2127.85
1500,2014-01-31,2176.5
1501,2014-02-03,2122.5
1502,2014-02-04,2165.1
1503,2014-02-05,2166.2
1504,2014-02-06,2143.1
1505,2014-02-07,2174.3
1506,2014-02-10,2163.65
1507,2014-02-11,2163.25
1508,2014-02-12,2170.9
1509,2014-02-13,2108.35
1510,2014-02-14,2099.4
1511,2014-02-17,2094.85
1512,2014-02-18,2131.3
1513,2014-02-19,2127.8
1514,2014-02-20,2086.4
1515,2014-02-21,2110.1
1516,2014-02-24,2127.0
1517,2014-02-25,2122.3
1518,2014-02-26,2134.55
1519,2014-02-28,2162.5
1520,2014-03-03,2140.75
1521,2014-03-04,2206.45
1522,2014-03-05,2270.3
1523,2014-03-06,2280.05
1524,2014-03-07,2372.35
1525,2014-03-10,2425.5
1526,2014-03-11,2406.7
1527,2014-03-12,2365.95
1528,2014-03-13,2374.35
1529,2014-03-14,2386.15
1530,2014-03-18,2445.1
1531,2014-03-19,2454.3
1532,2014-03-20,2399.65
1533,2014-03-21,2433.15
1534,2014-03-22,2435.1
1535,2014-03-24,2471.8
1536,2014-03-25,2489.55
1537,2014-03-26,2525.35
1538,2014-03-27,2609.8
1539,2014-03-28,2733.25
1540,2014-03-31,2738.65
1541,2014-04-01,2714.05
1542,2014-04-02,2807.0
1543,2014-04-03,2750.4
1544,2014-04-04,2759.1
1545,2014-04-07,2766.1
1546,2014-04-09,2874.2
1547,2014-04-10,2906.55
1548,2014-04-11,2872.3
1549,2014-04-15,2808.85
1550,2014-04-16,2790.6
1551,2014-04-17,2871.4
1552,2014-04-21,2947.15
1553,2014-04-22,2912.5
1554,2014-04-23,2946.95
1555,2014-04-25,2976.3
1556,2014-04-28,3015.8
1557,2014-04-29,2962.75
1558,2014-04-30,2973.15
1559,2014-05-02,2942.25
1560,2014-05-05,2963.0
1561,2014-05-06,2956.9
1562,2014-05-07,2954.2
1563,2014-05-08,2952.9
1564,2014-05-09,3068.5
1565,2014-05-12,3142.4
1566,2014-05-13,3194.75
1567,2014-05-14,3300.95
1568,2014-05-15,3280.9
1569,2014-05-16,3469.75
1570,2014-05-19,3706.2
1571,2014-05-20,3666.65
1572,2014-05-21,3611.4
1573,2014-05-22,3669.85
1574,2014-05-23,3967.8
1575,2014-05-26,3869.2
1576,2014-05-27,3775.75
1577,2014-05-28,3741.6
1578,2014-05-29,3746.4
1579,2014-05-30,3646.0
1580,2014-06-02,3812.15
1581,2014-06-03,3796.85
1582,2014-06-04,3895.6
1583,2014-06-05,3905.55
1584,2014-06-06,3983.7
1585,2014-06-09,3974.7
1586,2014-06-10,3905.65
1587,2014-06-11,3901.45
1588,2014-06-12,3887.0
1589,2014-06-13,3737.75
1590,2014-06-16,3712.0
1591,2014-06-17,3825.05
1592,2014-06-18,3781.2
1593,2014-06-19,3730.35
1594,2014-06-20,3672.35
1595,2014-06-23,3715.0
1596,2014-06-24,3804.35
1597,2014-06-25,3821.2
1598,2014-06-26,3770.9
1599,2014-06-27,3747.5
1600,2014-06-30,3875.7
1601,2014-07-01,3863.5
1602,2014-07-02,3876.5
1603,2014-07-03,3869.3
1604,2014-07-04,3864.4
1605,2014-07-07,3830.95
1606,2014-07-08,3650.15
1607,2014-07-09,3629.55
1608,2014-07-10,3591.8
1609,2014-07-11,3406.2
1610,2014-07-14,3430.9
1611,2014-07-15,3569.4
1612,2014-07-16,3634.1
1613,2014-07-17,3668.35
1614,2014-07-18,3618.0
1615,2014-07-21,3577.25
1616,2014-07-22,3567.75
1617,2014-07-23,3591.85
1618,2014-07-24,3631.55
1619,2014-07-25,3552.0
1620,2014-07-28,3551.95
1621,2014-07-30,3562.7
1622,2014-07-31,3513.4
1623,2014-08-01,3521.7
1624,2014-08-04,3556.05
1625,2014-08-05,3582.85
1626,2014-08-06,3504.0
1627,2014-08-07,3493.65
1628,2014-08-08,3435.8
1629,2014-08-11,3464.4
1630,2014-08-12,3492.4
1631,2014-08-13,3380.65
1632,2014-08-14,3394.55
1633,2014-08-18,3469.95
1634,2014-08-19,3492.6
1635,2014-08-20,3453.65
1636,2014-08-21,3546.65
1637,2014-08-22,3622.75
1638,2014-08-25,3565.75
1639,2014-08-26,3541.75
1640,2014-08-27,3548.55
1641,2014-08-28,3485.2
1642,2014-09-01,3570.75
1643,2014-09-02,3579.8
1644,2014-09-03,3564.35
1645,2014-09-04,3524.05
1646,2014-09-05,3539.45
1647,2014-09-08,3592.25
1648,2014-09-09,3597.45
1649,2014-09-10,3588.8
1650,2014-09-11,3665.3
1651,2014-09-12,3714.05
1652,2014-09-15,3732.85
1653,2014-09-16,3617.8
1654,2014-09-17,3627.0
1655,2014-09-18,3722.5
1656,2014-09-19,3655.05
1657,2014-09-22,3684.4
1658,2014-09-23,3593.9
1659,2014-09-24,3482.25
1660,2014-09-25,3304.9
1661,2014-09-26,3406.4
1662,2014-09-29,3394.25
1663,2014-09-30,3373.45
1664,2014-10-01,3351.55
1665,2014-10-07,3278.25
1666,2014-10-08,3322.55
1667,2014-10-09,3422.25
1668,2014-10-10,3380.05
1669,2014-10-13,3436.6
1670,2014-10-14,3485.3
1671,2014-10-16,3418.65
1672,2014-10-17,3491.45
1673,2014-10-20,3558.5
1674,2014-10-21,3575.85
1675,2014-10-22,3571.0
1676,2014-10-23,3575.7
1677,2014-10-27,3608.15
1678,2014-10-28,3663.65
1679,2014-10-29,3632.1
1680,2014-10-30,3642.0
1681,2014-10-31,3732.15
1682,2014-11-03,3776.65
1683,2014-11-05,3815.9
1684,2014-11-07,3779.35
1685,2014-11-10,3773.0
1686,2014-11-11,3824.9
1687,2014-11-12,3828.8
1688,2014-11-13,3773.7
1689,2014-11-14,3843.2
1690,2014-11-17,4005.0
1691,2014-11-18,4023.45
1692,2014-11-19,3957.4
1693,2014-11-20,3974.9
1694,2014-11-21,4062.65
1695,2014-11-24,4101.15
1696,2014-11-25,4011.15
1697,2014-11-26,4027.5
1698,2014-11-27,4045.4
1699,2014-11-28,4274.8
1700,2014-12-01,4254.9
1701,2014-12-02,4276.75
1702,2014-12-03,4278.35
1703,2014-12-04,4309.3
1704,2014-12-05,4305.1
1705,2014-12-08,4245.25
1706,2014-12-09,4136.45
1707,2014-12-10,4263.65
1708,2014-12-11,4242.65
1709,2014-12-12,4192.0
1710,2014-12-15,4181.7
1711,2014-12-16,4001.75
1712,2014-12-17,4067.65
1713,2014-12-18,4181.6
1714,2014-12-19,4138.9
1715,2014-12-22,4188.75
1716,2014-12-23,4174.2
1717,2014-12-24,4172.0
1718,2014-12-26,4227.15
1719,2014-12-29,4212.8
1720,2014-12-30,4252.4
1721,2014-12-31,4269.3
1722,2015-01-01,4294.65
1723,2015-01-02,4311.65
1724,2015-01-05,4281.15
1725,2015-01-06,4104.6
1726,2015-01-07,4091.6
1727,2015-01-08,4164.75
1728,2015-01-09,4138.7
1729,2015-01-12,4201.15
1730,2015-01-13,4170.45
1731,2015-01-14,4141.35
1732,2015-01-15,4327.0
1733,2015-01-16,4261.0
1734,2015-01-19,4254.1
1735,2015-01-20,4302.45
1736,2015-01-21,4407.8
1737,2015-01-22,4373.55
1738,2015-01-23,4382.4
1739,2015-01-27,4385.35
1740,2015-01-28,4419.25
1741,2015-01-29,4299.15
1742,2015-01-30,4046.45
1743,2015-02-02,4039.6
1744,2015-02-03,3924.6
1745,2015-02-04,3864.45
1746,2015-02-05,3784.65
1747,2015-02-06,3766.7
1748,2015-02-09,3635.55
1749,2015-02-10,3704.85
1750,2015-02-11,3726.75
1751,2015-02-12,3693.8
1752,2015-02-13,3901.55
1753,2015-02-16,3892.55
1754,2015-02-18,3887.0
1755,2015-02-19,3839.95
1756,2015-02-20,3875.05
1757,2015-02-23,3806.15
1758,2015-02-24,3784.05
1759,2015-02-25,3770.9
1760,2015-02-26,3685.9
1761,2015-02-27,3836.55
1762,2015-02-28,3857.55
1763,2015-03-02,3856.4
1764,2015-03-03,3902.6
1765,2015-03-04,3783.85
1766,2015-03-05,3791.1
1767,2015-03-09,3732.1
1768,2015-03-10,3707.55
1769,2015-03-11,3682.1
1770,2015-03-12,3714.8
1771,2015-03-13,3648.25
1772,2015-03-16,3667.0
1773,2015-03-17,3681.4
1774,2015-03-18,3722.3
1775,2015-03-19,3632.7
1776,2015-03-20,3589.6
1777,2015-03-23,3547.3
1778,2015-03-24,3499.35
1779,2015-03-25,3438.65
1780,2015-03-26,3331.35
1781,2015-03-27,3381.75
1782,2015-03-30,3436.3
1783,2015-03-31,3410.4
1784,2015-04-01,3507.8
1785,2015-04-06,3506.35
1786,2015-04-07,3493.7
1787,2015-04-08,3506.5
1788,2015-04-09,3604.7
1789,2015-04-10,3662.3
1790,2015-04-13,3681.85
1791,2015-04-15,3733.95
1792,2015-04-16,3731.7
1793,2015-04-17,3737.2
1794,2015-04-20,3681.2
1795,2015-04-21,3699.3
1796,2015-04-22,3653.25
1797,2015-04-23,3591.35
1798,2015-04-24,3536.3
1799,2015-04-27,3457.75
1800,2015-04-28,3517.35
1801,2015-04-29,3505.65
1802,2015-04-30,3484.6
1803,2015-05-04,3579.0
1804,2015-05-05,3530.4
1805,2015-05-06,3413.55
1806,2015-05-07,3328.85
1807,2015-05-08,3295.15
1808,2015-05-11,3498.1
1809,2015-05-12,3369.15
1810,2015-05-13,3459.2
1811,2015-05-14,3557.65
1812,2015-05-15,3586.5
1813,2015-05-18,3600.1
1814,2015-05-19,3588.9
1815,2015-05-20,3621.75
1816,2015-05-21,3591.3
1817,2015-05-22,3524.15
1818,2015-05-25,3489.75
1819,2015-05-26,3482.95
1820,2015-05-27,3538.5
1821,2015-05-28,3516.95
1822,2015-05-29,3531.1
1823,2015-06-01,3537.65
1824,2015-06-02,3391.4
1825,2015-06-03,3311.25
1826,2015-06-04,3290.1
1827,2015-06-05,3280.15
1828,2015-06-08,3214.5
1829,2015-06-09,3226.85
1830,2015-06-10,3255.7
1831,2015-06-11,3168.2
1832,2015-06-12,3166.85
1833,2015-06-15,3120.55
1834,2015-06-16,3168.1
1835,2015-06-17,3168.65
1836,2015-06-18,3181.35
1837,2015-06-19,3214.2
1838,2015-06-22,3296.45
1839,2015-06-23,3338.8
1840,2015-06-24,3259.75
1841,2015-06-25,3276.7
1842,2015-06-26,3262.9
1843,2015-06-29,3205.25
1844,2015-06-30,3228.2
1845,2015-07-01,3307.3
1846,2015-07-02,3303.4
1847,2015-07-03,3328.75
1848,2015-07-06,3360.45
1849,2015-07-07,3380.4
1850,2015-07-08,3310.8
1851,2015-07-09,3334.0
1852,2015-07-10,3373.4
1853,2015-07-13,3404.6
1854,2015-07-14,3358.1
1855,2015-07-15,3349.0
1856,2015-07-16,3387.9
1857,2015-07-17,3380.95
1858,2015-07-20,3320.4
1859,2015-07-21,3271.35
1860,2015-07-22,3320.15
1861,2015-07-23,3332.75
1862,2015-07-24,3274.25
1863,2015-07-27,3199.0
1864,2015-07-28,3211.55
1865,2015-07-29,3150.35
1866,2015-07-30,3258.85
1867,2015-07-31,3411.8
1868,2015-08-03,3543.4
1869,2015-08-04,3650.7
1870,2015-08-05,3617.6
1871,2015-08-06,3666.25
1872,2015-08-07,3579.35
1873,2015-08-10,3576.3
1874,2015-08-11,3442.95
1875,2015-08-12,3310.35
1876,2015-08-13,3331.15
1877,2015-08-14,3483.7
1878,2015-08-17,3699.2
1879,2015-08-18,3728.5
1880,2015-08-19,3645.8
1881,2015-08-20,3522.3
1882,2015-08-21,3493.4
1883,2015-08-24,3166.7
1884,2015-08-25,3233.5
1885,2015-08-26,3146.4
1886,2015-08-27,3230.25
1887,2015-08-28,3203.4
1888,2015-08-31,3200.3
1889,2015-09-01,3058.5
1890,2015-09-02,2961.75
1891,2015-09-03,3001.8
1892,2015-09-04,2923.35
1893,2015-09-07,2866.6
1894,2015-09-08,2966.05
1895,2015-09-09,3016.55
1896,2015-09-10,2965.1
1897,2015-09-11,2994.55
1898,2015-09-14,3068.55
1899,2015-09-15,3038.35
1900,2015-09-16,3068.55
1901,2015-09-18,3147.45
1902,2015-09-21,3201.15
1903,2015-09-22,3099.1
1904,2015-09-23,3135.35
1905,2015-09-24,3123.1
1906,2015-09-28,3123.8
1907,2015-09-29,3158.45
1908,2015-09-30,3098.75
1909,2015-10-01,3074.45
1910,2015-10-05,3151.3
1911,2015-10-06,3156.8
1912,2015-10-07,3197.2
1913,2015-10-08,3194.3
1914,2015-10-09,3182.1
1915,2015-10-12,3174.45
1916,2015-10-13,3163.0
1917,2015-10-14,3153.2
1918,2015-10-15,3217.1
1919,2015-10-16,3260.1
1920,2015-10-19,3250.4
1921,2015-10-20,3260.5
1922,2015-10-21,3200.85
1923,2015-10-23,3226.35
1924,2015-10-26,3195.4
1925,2015-10-27,3173.25
1926,2015-10-28,3094.0
1927,2015-10-29,3045.3
1928,2015-10-30,3029.7
1929,2015-11-02,3039.15
1930,2015-11-03,3030.45
1931,2015-11-04,3060.7
1932,2015-11-05,3002.65
1933,2015-11-06,3103.8
1934,2015-11-09,3147.7
1935,2015-11-10,3107.1
1936,2015-11-11,3128.4
1937,2015-11-13,3107.15
1938,2015-11-16,3194.35
1939,2015-11-17,3178.45
1940,2015-11-18,3087.7
1941,2015-11-19,3119.5
1942,2015-11-20,3122.2
1943,2015-11-23,3111.3
1944,2015-11-24,3090.75
1945,2015-11-26,3107.65
1946,2015-11-27,3217.05
1947,2015-11-30,3235.35
1948,2015-12-01,3227.25
1949,2015-12-02,3156.1
1950,2015-12-03,3110.65
1951,2015-12-04,3085.15
1952,2015-12-07,3060.2
1953,2015-12-08,3011.45
1954,2015-12-09,2982.1
1955,2015-12-10,2953.35
1956,2015-12-11,2885.65
1957,2015-12-14,2882.7
1958,2015-12-15,2881.9
1959,2015-12-16,2893.15
1960,2015-12-17,2936.2
1961,2015-12-18,2903.7
1962,2015-12-21,2941.55
1963,2015-12-22,2907.4
1964,2015-12-23,2926.9
1965,2015-12-24,2909.45
1966,2015-12-28,2921.5
1967,2015-12-29,2908.95
1968,2015-12-30,2878.45
1969,2015-12-31,2864.3
1970,2016-01-01,2908.45
1971,2016-01-04,2806.65
1972,2016-01-05,2767.65
1973,2016-01-06,2757.95
1974,2016-01-07,2645.55
