,Date,NIFTY REALTY
1061,2012-04-17,244.3
1062,2012-04-18,241.7
1063,2012-04-19,240.35
1064,2012-04-20,236.5
1065,2012-04-23,228.85
1066,2012-04-24,229.35
1067,2012-04-25,226.4
1068,2012-04-26,224.4
1069,2012-04-27,221.8
1070,2012-04-28,224.3
1071,2012-04-30,226.7
1072,2012-05-02,226.2
1073,2012-05-03,222.45
1074,2012-05-04,216.8
1075,2012-05-07,217.55
1076,2012-05-08,213.95
1077,2012-05-09,207.8
1078,2012-05-10,207.1
1079,2012-05-11,206.55
1080,2012-05-14,202.9
1081,2012-05-15,204.85
1082,2012-05-16,203.55
1083,2012-05-17,205.3
1084,2012-05-18,205.4
1085,2012-05-21,209.75
1086,2012-05-22,207.05
1087,2012-05-23,204.85
1088,2012-05-24,206.45
1089,2012-05-25,208.15
1090,2012-05-28,210.6
1091,2012-05-29,212.1
1092,2012-05-30,206.3
1093,2012-05-31,208.0
1094,2012-06-01,204.65
1095,2012-06-04,208.3
1096,2012-06-05,205.9
1097,2012-06-06,211.35
1098,2012-06-07,215.85
1099,2012-06-08,219.5
1100,2012-06-11,217.4
1101,2012-06-12,221.8
1102,2012-06-13,218.45
1103,2012-06-14,212.1
1104,2012-06-15,216.15
1105,2012-06-18,210.0
1106,2012-06-19,210.35
1107,2012-06-20,210.1
1108,2012-06-21,216.8
1109,2012-06-22,217.55
1110,2012-06-25,216.1
1111,2012-06-26,217.0
1112,2012-06-27,217.7
1113,2012-06-28,217.75
1114,2012-06-29,222.95
1115,2012-07-02,228.0
1116,2012-07-03,232.55
1117,2012-07-04,236.9
1118,2012-07-05,236.15
1119,2012-07-06,233.05
1120,2012-07-09,230.4
1121,2012-07-10,234.15
1122,2012-07-11,231.8
1123,2012-07-12,234.05
1124,2012-07-13,230.9
1125,2012-07-16,227.1
1126,2012-07-17,223.95
1127,2012-07-18,225.8
1128,2012-07-19,227.15
1129,2012-07-20,224.85
1130,2012-07-23,218.45
1131,2012-07-24,217.9
1132,2012-07-25,217.8
1133,2012-07-26,210.1
1134,2012-07-27,208.25
1135,2012-07-30,215.85
1136,2012-07-31,218.3
1137,2012-08-01,220.15
1138,2012-08-02,219.4
1139,2012-08-03,217.95
1140,2012-08-06,220.8
1141,2012-08-07,224.1
1142,2012-08-08,219.1
1143,2012-08-09,218.4
1144,2012-08-10,217.15
1145,2012-08-13,223.1
1146,2012-08-14,221.3
1147,2012-08-16,220.8
1148,2012-08-17,216.35
1149,2012-08-21,219.75
1150,2012-08-22,217.35
1151,2012-08-23,216.85
1152,2012-08-24,211.6
1153,2012-08-27,206.3
1154,2012-08-28,205.6
1155,2012-08-29,198.6
1156,2012-08-30,201.75
1157,2012-08-31,199.0
1158,2012-09-03,198.2
1159,2012-09-04,201.55
1160,2012-09-05,199.15
1161,2012-09-06,198.3
1162,2012-09-07,204.3
1163,2012-09-08,205.15
1164,2012-09-10,203.4
1165,2012-09-11,205.3
1166,2012-09-12,207.7
1167,2012-09-13,206.6
1168,2012-09-14,216.5
1169,2012-09-17,230.7
1170,2012-09-18,231.1
1171,2012-09-20,230.95
1172,2012-09-21,236.1
1173,2012-09-24,239.5
1174,2012-09-25,244.6
1175,2012-09-26,244.9
1176,2012-09-27,247.1
1177,2012-09-28,245.4
1178,2012-10-01,246.05
1179,2012-10-03,246.9
1180,2012-10-04,259.3
1181,2012-10-05,260.65
1182,2012-10-08,250.8
1183,2012-10-09,252.25
1184,2012-10-10,240.05
1185,2012-10-11,251.7
1186,2012-10-12,249.0
1187,2012-10-15,250.35
1188,2012-10-16,242.25
1189,2012-10-17,240.9
1190,2012-10-18,248.1
1191,2012-10-19,245.65
1192,2012-10-22,246.65
1193,2012-10-23,245.05
1194,2012-10-25,241.1
1195,2012-10-26,238.35
1196,2012-10-29,236.35
1197,2012-10-30,230.95
1198,2012-10-31,234.15
1199,2012-11-01,238.0
1200,2012-11-02,239.5
1201,2012-11-05,238.9
1202,2012-11-06,243.95
1203,2012-11-07,251.2
1204,2012-11-08,256.0
1205,2012-11-09,252.15
1206,2012-11-12,254.6
1207,2012-11-13,254.2
1208,2012-11-15,260.0
1209,2012-11-16,250.45
1210,2012-11-19,250.4
1211,2012-11-20,242.4
1212,2012-11-21,248.65
1213,2012-11-22,249.3
1214,2012-11-23,247.9
1215,2012-11-26,248.75
1216,2012-11-27,257.6
1217,2012-11-29,266.9
1218,2012-11-30,266.55
1219,2012-12-03,270.4
1220,2012-12-04,272.7
1221,2012-12-05,279.95
1222,2012-12-06,285.5
1223,2012-12-07,280.65
1224,2012-12-10,283.85
1225,2012-12-11,277.85
1226,2012-12-12,278.15
1227,2012-12-13,272.25
1228,2012-12-14,274.75
1229,2012-12-17,276.35
1230,2012-12-18,282.95
1231,2012-12-19,284.5
1232,2012-12-20,283.7
1233,2012-12-21,273.55
1234,2012-12-24,275.45
1235,2012-12-26,279.7
1236,2012-12-27,278.6
1237,2012-12-28,278.35
1238,2012-12-31,281.3
1239,2013-01-01,289.45
1240,2013-01-02,288.9
1241,2013-01-03,292.7
1242,2013-01-04,293.4
1243,2013-01-07,291.5
1244,2013-01-08,295.55
1245,2013-01-09,292.6
1246,2013-01-10,293.25
1247,2013-01-11,287.1
1248,2013-01-14,301.6
1249,2013-01-15,305.15
1250,2013-01-16,300.3
1251,2013-01-17,306.45
1252,2013-01-18,310.15
1253,2013-01-21,305.35
1254,2013-01-22,299.0
1255,2013-01-23,290.85
1256,2013-01-24,276.1
1257,2013-01-25,289.55
1258,2013-01-28,294.2
1259,2013-01-29,287.0
1260,2013-01-30,290.7
1261,2013-01-31,294.8
1262,2013-02-01,291.35
1263,2013-02-04,289.8
1264,2013-02-05,288.65
1265,2013-02-06,291.05
1266,2013-02-07,286.4
1267,2013-02-08,282.95
1268,2013-02-11,284.65
1269,2013-02-12,270.0
1270,2013-02-13,264.6
1271,2013-02-14,262.15
1272,2013-02-15,262.4
1273,2013-02-18,267.7
1274,2013-02-19,273.35
1275,2013-02-20,275.2
1276,2013-02-21,268.15
1277,2013-02-22,272.2
1278,2013-02-25,264.05
1279,2013-02-26,258.5
1280,2013-02-27,264.75
1281,2013-02-28,257.15
1282,2013-03-01,246.8
1283,2013-03-04,240.7
1284,2013-03-05,248.4
1285,2013-03-06,260.2
1286,2013-03-07,265.05
1287,2013-03-08,266.55
1288,2013-03-11,270.35
1289,2013-03-12,266.2
1290,2013-03-13,264.65
1291,2013-03-14,270.05
1292,2013-03-15,261.8
1293,2013-03-18,257.35
1294,2013-03-19,247.95
1295,2013-03-20,235.25
1296,2013-03-21,227.55
1297,2013-03-22,224.05
1298,2013-03-25,226.15
1299,2013-03-26,221.05
1300,2013-03-28,223.95
1301,2013-04-01,236.05
1302,2013-04-02,237.95
1303,2013-04-03,231.15
1304,2013-04-04,223.15
1305,2013-04-05,222.3
1306,2013-04-08,222.15
1307,2013-04-09,219.35
1308,2013-04-10,222.1
1309,2013-04-11,227.6
1310,2013-04-12,227.4
1311,2013-04-15,227.55
1312,2013-04-16,233.3
1313,2013-04-17,234.75
1314,2013-04-18,239.45
1315,2013-04-22,248.2
1316,2013-04-23,246.9
1317,2013-04-25,245.8
1318,2013-04-26,240.2
1319,2013-04-29,244.45
1320,2013-04-30,241.25
1321,2013-05-02,244.45
1322,2013-05-03,241.4
1323,2013-05-06,241.7
1324,2013-05-07,245.65
1325,2013-05-08,246.15
1326,2013-05-09,243.5
1327,2013-05-10,244.25
1328,2013-05-11,244.7
1329,2013-05-13,240.05
1330,2013-05-14,238.9
1331,2013-05-15,249.3
1332,2013-05-16,253.9
1333,2013-05-17,259.05
1334,2013-05-20,257.35
1335,2013-05-21,251.3
1336,2013-05-22,242.2
1337,2013-05-23,227.4
1338,2013-05-24,228.85
1339,2013-05-27,233.1
1340,2013-05-28,233.85
1341,2013-05-29,227.7
1342,2013-05-30,221.75
1343,2013-05-31,213.75
1344,2013-06-03,214.6
1345,2013-06-04,212.55
1346,2013-06-05,215.9
1347,2013-06-06,216.9
1348,2013-06-07,213.9
1349,2013-06-10,210.65
1350,2013-06-11,202.65
1351,2013-06-12,202.8
1352,2013-06-13,198.15
1353,2013-06-14,202.85
1354,2013-06-17,202.85
1355,2013-06-18,202.4
1356,2013-06-19,204.6
1357,2013-06-20,193.65
1358,2013-06-21,191.2
1359,2013-06-24,182.25
1360,2013-06-25,183.05
1361,2013-06-26,182.2
1362,2013-06-27,185.6
1363,2013-06-28,192.25
1364,2013-07-01,202.85
1365,2013-07-02,198.6
1366,2013-07-03,188.8
1367,2013-07-04,191.15
1368,2013-07-05,191.8
1369,2013-07-08,187.95
1370,2013-07-09,191.55
1371,2013-07-10,189.05
1372,2013-07-11,194.3
1373,2013-07-12,193.25
1374,2013-07-15,197.5
1375,2013-07-16,185.2
1376,2013-07-17,184.65
1377,2013-07-18,190.15
1378,2013-07-19,186.5
1379,2013-07-22,185.35
1380,2013-07-23,187.95
1381,2013-07-24,185.5
1382,2013-07-25,184.6
1383,2013-07-26,182.1
1384,2013-07-29,178.0
1385,2013-07-30,171.85
1386,2013-07-31,167.55
1387,2013-08-01,160.25
1388,2013-08-02,153.75
1389,2013-08-05,154.0
1390,2013-08-06,146.9
1391,2013-08-07,155.1
1392,2013-08-08,158.6
1393,2013-08-12,159.8
1394,2013-08-13,167.85
1395,2013-08-14,172.7
1396,2013-08-16,161.2
1397,2013-08-19,161.55
1398,2013-08-20,165.95
1399,2013-08-21,159.5
1400,2013-08-22,158.65
1401,2013-08-23,155.45
1402,2013-08-26,157.75
1403,2013-08-27,151.0
1404,2013-08-28,149.15
1405,2013-08-29,149.75
1406,2013-08-30,149.55
1407,2013-09-02,154.75
1408,2013-09-03,147.2
1409,2013-09-04,146.7
1410,2013-09-05,155.35
1411,2013-09-06,155.2
1412,2013-09-10,159.45
1413,2013-09-11,164.3
1414,2013-09-12,165.15
1415,2013-09-13,169.8
1416,2013-09-16,165.85
1417,2013-09-17,164.75
1418,2013-09-18,168.2
1419,2013-09-19,178.05
1420,2013-09-20,164.75
1421,2013-09-23,157.35
1422,2013-09-24,157.0
1423,2013-09-25,156.6
1424,2013-09-26,155.5
1425,2013-09-27,153.45
1426,2013-09-30,149.65
1427,2013-10-01,154.0
1428,2013-10-03,157.2
1429,2013-10-04,159.75
1430,2013-10-07,159.15
1431,2013-10-08,161.1
1432,2013-10-09,168.55
1433,2013-10-10,169.45
1434,2013-10-11,174.25
1435,2013-10-14,173.85
1436,2013-10-15,171.1
1437,2013-10-17,169.15
1438,2013-10-18,174.3
1439,2013-10-21,179.7
1440,2013-10-22,178.5
1441,2013-10-23,176.15
1442,2013-10-24,174.05
1443,2013-10-25,170.0
1444,2013-10-28,165.95
1445,2013-10-29,170.45
1446,2013-10-30,171.0
1447,2013-10-31,172.1
1448,2013-11-01,176.9
1449,2013-11-03,177.55
1450,2013-11-05,178.25
1451,2013-11-06,174.85
1452,2013-11-07,170.1
1453,2013-11-08,172.65
1454,2013-11-11,167.35
1455,2013-11-12,165.25
1456,2013-11-13,163.1
1457,2013-11-14,167.15
1458,2013-11-18,171.7
1459,2013-11-19,174.25
1460,2013-11-20,173.65
1461,2013-11-21,169.5
1462,2013-11-22,168.15
1463,2013-11-25,172.4
1464,2013-11-26,170.65
1465,2013-11-27,169.7
1466,2013-11-28,171.7
1467,2013-11-29,174.25
1468,2013-12-02,175.25
1469,2013-12-03,177.3
1470,2013-12-04,172.4
1471,2013-12-05,174.9
1472,2013-12-06,175.35
1473,2013-12-09,180.25
1474,2013-12-10,178.0
1475,2013-12-11,176.85
1476,2013-12-12,176.0
1477,2013-12-13,172.5
1478,2013-12-16,172.25
1479,2013-12-17,171.25
1480,2013-12-18,177.05
1481,2013-12-19,175.85
1482,2013-12-20,180.85
1483,2013-12-23,186.9
1484,2013-12-24,186.95
1485,2013-12-26,186.4
1486,2013-12-27,187.25
1487,2013-12-30,184.15
1488,2013-12-31,184.6
1489,2014-01-01,189.15
1490,2014-01-02,183.75
1491,2014-01-03,185.55
1492,2014-01-06,184.15
1493,2014-01-07,180.95
1494,2014-01-08,179.85
1495,2014-01-09,175.25
1496,2014-01-10,172.4
1497,2014-01-13,173.75
1498,2014-01-14,171.1
1499,2014-01-15,173.3
1500,2014-01-16,174.2
1501,2014-01-17,169.7
1502,2014-01-20,170.95
1503,2014-01-21,171.95
1504,2014-01-22,173.2
1505,2014-01-23,172.8
1506,2014-01-24,167.35
1507,2014-01-27,154.9
1508,2014-01-28,156.95
1509,2014-01-29,155.9
1510,2014-01-30,151.5
1511,2014-01-31,154.55
1512,2014-02-03,151.3
1513,2014-02-04,152.35
1514,2014-02-05,155.0
1515,2014-02-06,152.25
1516,2014-02-07,153.7
1517,2014-02-10,155.7
1518,2014-02-11,154.45
1519,2014-02-12,153.65
1520,2014-02-13,154.55
1521,2014-02-14,154.65
1522,2014-02-17,152.85
1523,2014-02-18,154.2
1524,2014-02-19,154.95
1525,2014-02-20,154.65
1526,2014-02-21,154.4
1527,2014-02-24,154.35
1528,2014-02-25,154.6
1529,2014-02-26,154.0
1530,2014-02-28,154.05
1531,2014-03-03,153.7
1532,2014-03-04,155.4
1533,2014-03-05,158.75
1534,2014-03-06,165.5
1535,2014-03-07,174.8
1536,2014-03-10,179.4
1537,2014-03-11,183.55
1538,2014-03-12,183.6
1539,2014-03-13,176.8
1540,2014-03-14,178.55
1541,2014-03-18,177.45
1542,2014-03-19,176.8
1543,2014-03-20,172.15
1544,2014-03-21,175.95
1545,2014-03-22,175.75
1546,2014-03-24,176.95
1547,2014-03-25,179.35
1548,2014-03-26,179.2
1549,2014-03-27,181.3
1550,2014-03-28,183.8
1551,2014-03-31,189.05
1552,2014-04-01,187.35
1553,2014-04-02,191.6
1554,2014-04-03,191.1
1555,2014-04-04,196.9
1556,2014-04-07,193.5
1557,2014-04-09,197.85
1558,2014-04-10,200.85
1559,2014-04-11,201.1
1560,2014-04-15,195.05
1561,2014-04-16,187.25
1562,2014-04-17,192.2
1563,2014-04-21,191.6
1564,2014-04-22,191.5
1565,2014-04-23,188.75
1566,2014-04-25,189.75
1567,2014-04-28,191.0
1568,2014-04-29,189.55
1569,2014-04-30,179.2
1570,2014-05-02,179.6
1571,2014-05-05,178.25
1572,2014-05-06,178.0
1573,2014-05-07,175.6
1574,2014-05-08,174.1
1575,2014-05-09,182.5
1576,2014-05-12,184.2
1577,2014-05-13,189.4
1578,2014-05-14,197.4
1579,2014-05-15,195.2
1580,2014-05-16,207.35
1581,2014-05-19,221.35
1582,2014-05-20,231.8
1583,2014-05-21,236.75
1584,2014-05-22,249.2
1585,2014-05-23,254.95
1586,2014-05-26,241.05
1587,2014-05-27,238.15
1588,2014-05-28,241.25
1589,2014-05-29,238.35
1590,2014-05-30,242.95
1591,2014-06-02,246.95
1592,2014-06-03,254.45
1593,2014-06-04,257.65
1594,2014-06-05,259.65
1595,2014-06-06,272.7
1596,2014-06-09,288.95
1597,2014-06-10,280.35
1598,2014-06-11,268.3
1599,2014-06-12,268.85
1600,2014-06-13,254.65
1601,2014-06-16,257.85
1602,2014-06-17,260.2
1603,2014-06-18,254.5
1604,2014-06-19,252.8
1605,2014-06-20,255.45
1606,2014-06-23,256.05
1607,2014-06-24,263.85
1608,2014-06-25,266.45
1609,2014-06-26,259.8
1610,2014-06-27,261.85
1611,2014-06-30,264.15
1612,2014-07-01,267.7
1613,2014-07-02,268.3
1614,2014-07-03,264.4
1615,2014-07-04,267.7
1616,2014-07-07,267.35
1617,2014-07-08,247.7
1618,2014-07-09,243.9
1619,2014-07-10,255.45
1620,2014-07-11,241.65
1621,2014-07-14,240.95
1622,2014-07-15,245.7
1623,2014-07-16,256.35
1624,2014-07-17,254.85
1625,2014-07-18,252.45
1626,2014-07-21,250.9
1627,2014-07-22,251.85
1628,2014-07-23,252.1
1629,2014-07-24,253.65
1630,2014-07-25,246.55
1631,2014-07-28,239.65
1632,2014-07-30,241.05
1633,2014-07-31,242.05
1634,2014-08-01,239.7
1635,2014-08-04,242.1
1636,2014-08-05,248.8
1637,2014-08-06,246.0
1638,2014-08-07,245.1
1639,2014-08-08,234.95
1640,2014-08-11,237.2
1641,2014-08-12,240.7
1642,2014-08-13,227.65
1643,2014-08-14,231.85
1644,2014-08-18,234.95
1645,2014-08-19,238.65
1646,2014-08-20,239.85
1647,2014-08-21,235.3
1648,2014-08-22,233.55
1649,2014-08-25,228.75
1650,2014-08-26,228.45
1651,2014-08-27,225.25
1652,2014-08-28,220.3
1653,2014-09-01,226.25
1654,2014-09-02,228.8
1655,2014-09-03,233.75
1656,2014-09-04,224.4
1657,2014-09-05,226.9
1658,2014-09-08,228.35
1659,2014-09-09,226.55
1660,2014-09-10,228.15
1661,2014-09-11,227.0
1662,2014-09-12,226.8
1663,2014-09-15,227.15
1664,2014-09-16,218.3
1665,2014-09-17,219.5
1666,2014-09-18,230.25
1667,2014-09-19,228.5
1668,2014-09-22,227.05
1669,2014-09-23,215.0
1670,2014-09-24,211.4
1671,2014-09-25,203.8
1672,2014-09-26,208.7
1673,2014-09-29,208.05
1674,2014-09-30,202.8
1675,2014-10-01,201.55
1676,2014-10-07,199.55
1677,2014-10-08,202.55
1678,2014-10-09,207.85
1679,2014-10-10,205.25
1680,2014-10-13,201.8
1681,2014-10-14,183.6
1682,2014-10-16,182.65
1683,2014-10-17,184.2
1684,2014-10-20,186.2
1685,2014-10-21,191.15
1686,2014-10-22,192.5
1687,2014-10-23,192.8
1688,2014-10-27,185.3
1689,2014-10-28,185.85
1690,2014-10-29,191.65
1691,2014-10-30,197.85
1692,2014-10-31,200.7
1693,2014-11-03,208.0
1694,2014-11-05,207.6
1695,2014-11-07,213.1
1696,2014-11-10,212.7
1697,2014-11-11,215.05
1698,2014-11-12,214.9
1699,2014-11-13,212.85
1700,2014-11-14,217.1
1701,2014-11-17,216.9
1702,2014-11-18,216.25
1703,2014-11-19,214.0
1704,2014-11-20,210.55
1705,2014-11-21,210.65
1706,2014-11-24,214.9
1707,2014-11-25,207.35
1708,2014-11-26,215.65
1709,2014-11-27,215.25
1710,2014-11-28,218.8
1711,2014-12-01,217.4
1712,2014-12-02,217.55
1713,2014-12-03,220.15
1714,2014-12-04,220.5
1715,2014-12-05,223.3
1716,2014-12-08,218.6
1717,2014-12-09,215.6
1718,2014-12-10,216.25
1719,2014-12-11,211.75
1720,2014-12-12,206.15
1721,2014-12-15,202.25
1722,2014-12-16,194.05
1723,2014-12-17,191.35
1724,2014-12-18,196.0
1725,2014-12-19,195.0
1726,2014-12-22,197.45
1727,2014-12-23,195.95
1728,2014-12-24,197.85
1729,2014-12-26,200.05
1730,2014-12-29,200.7
1731,2014-12-30,201.45
1732,2014-12-31,203.1
1733,2015-01-01,203.05
1734,2015-01-02,205.1
1735,2015-01-05,205.25
1736,2015-01-06,198.05
1737,2015-01-07,197.4
1738,2015-01-08,203.5
1739,2015-01-09,199.95
1740,2015-01-12,200.2
1741,2015-01-13,196.75
1742,2015-01-14,195.2
1743,2015-01-15,211.45
1744,2015-01-16,212.35
1745,2015-01-19,212.75
1746,2015-01-20,215.7
1747,2015-01-21,215.05
1748,2015-01-22,216.35
1749,2015-01-23,219.6
1750,2015-01-27,222.25
1751,2015-01-28,225.2
1752,2015-01-29,231.45
1753,2015-01-30,236.8
1754,2015-02-02,238.1
1755,2015-02-03,234.85
1756,2015-02-04,237.55
1757,2015-02-05,231.2
1758,2015-02-06,229.8
1759,2015-02-09,223.95
1760,2015-02-10,223.8
1761,2015-02-11,225.25
1762,2015-02-12,228.65
1763,2015-02-13,226.45
1764,2015-02-16,229.2
1765,2015-02-18,228.1
1766,2015-02-19,229.65
1767,2015-02-20,231.95
1768,2015-02-23,228.1
1769,2015-02-24,229.1
1770,2015-02-25,229.9
1771,2015-02-26,230.8
1772,2015-02-27,241.1
1773,2015-02-28,239.4
1774,2015-03-02,238.6
1775,2015-03-03,234.9
1776,2015-03-04,234.25
1777,2015-03-05,234.15
1778,2015-03-09,227.6
1779,2015-03-10,223.0
1780,2015-03-11,224.3
1781,2015-03-12,227.75
1782,2015-03-13,225.95
1783,2015-03-16,228.85
1784,2015-03-17,230.25
1785,2015-03-18,230.5
1786,2015-03-19,226.85
1787,2015-03-20,218.05
1788,2015-03-23,217.55
1789,2015-03-24,216.9
1790,2015-03-25,217.0
1791,2015-03-26,213.2
1792,2015-03-27,211.65
1793,2015-03-30,216.05
1794,2015-03-31,216.15
1795,2015-04-01,219.4
1796,2015-04-06,234.15
1797,2015-04-07,230.25
1798,2015-04-08,232.85
1799,2015-04-09,230.95
1800,2015-04-10,232.4
1801,2015-04-13,232.7
1802,2015-04-15,229.95
1803,2015-04-16,224.3
1804,2015-04-17,222.15
1805,2015-04-20,216.05
1806,2015-04-21,215.3
1807,2015-04-22,215.35
1808,2015-04-23,213.55
1809,2015-04-24,205.0
1810,2015-04-27,196.55
1811,2015-04-28,200.0
1812,2015-04-29,201.6
1813,2015-04-30,204.8
1814,2015-05-04,210.2
1815,2015-05-05,212.85
1816,2015-05-06,203.95
1817,2015-05-07,199.1
1818,2015-05-08,207.35
1819,2015-05-11,209.25
1820,2015-05-12,201.9
1821,2015-05-13,200.35
1822,2015-05-14,202.55
1823,2015-05-15,200.15
1824,2015-05-18,200.25
1825,2015-05-19,200.95
1826,2015-05-20,200.55
1827,2015-05-21,202.7
1828,2015-05-22,202.25
1829,2015-05-25,201.05
1830,2015-05-26,199.75
1831,2015-05-27,200.8
1832,2015-05-28,200.55
1833,2015-05-29,199.5
1834,2015-06-01,203.55
1835,2015-06-02,195.45
1836,2015-06-03,183.75
1837,2015-06-04,185.4
1838,2015-06-05,182.25
1839,2015-06-08,180.8
1840,2015-06-09,177.8
1841,2015-06-10,179.25
1842,2015-06-11,174.85
1843,2015-06-12,174.55
1844,2015-06-15,174.7
1845,2015-06-16,174.9
1846,2015-06-17,175.75
1847,2015-06-18,175.35
1848,2015-06-19,173.8
1849,2015-06-22,183.25
1850,2015-06-23,183.65
1851,2015-06-24,181.25
1852,2015-06-25,182.4
1853,2015-06-26,183.85
1854,2015-06-29,180.15
1855,2015-06-30,180.95
1856,2015-07-01,182.6
1857,2015-07-02,182.4
1858,2015-07-03,181.3
1859,2015-07-06,182.95
1860,2015-07-07,185.35
1861,2015-07-08,181.65
1862,2015-07-09,181.25
1863,2015-07-10,179.6
1864,2015-07-13,181.15
1865,2015-07-14,180.05
1866,2015-07-15,181.0
1867,2015-07-16,180.95
1868,2015-07-17,180.1
1869,2015-07-20,176.45
1870,2015-07-21,172.35
1871,2015-07-22,174.05
1872,2015-07-23,174.2
1873,2015-07-24,171.55
1874,2015-07-27,167.05
1875,2015-07-28,162.45
1876,2015-07-29,164.55
1877,2015-07-30,171.3
1878,2015-07-31,176.55
1879,2015-08-03,176.8
1880,2015-08-04,176.2
1881,2015-08-05,181.6
1882,2015-08-06,182.95
1883,2015-08-07,182.75
1884,2015-08-10,183.65
1885,2015-08-11,181.55
1886,2015-08-12,171.4
1887,2015-08-13,169.05
1888,2015-08-14,183.3
1889,2015-08-17,180.4
1890,2015-08-18,179.7
1891,2015-08-19,178.15
1892,2015-08-20,170.95
1893,2015-08-21,166.5
1894,2015-08-24,148.05
1895,2015-08-25,158.2
1896,2015-08-26,157.9
1897,2015-08-27,164.45
1898,2015-08-28,163.65
1899,2015-08-31,161.35
1900,2015-09-01,156.0
1901,2015-09-02,157.1
1902,2015-09-03,164.5
1903,2015-09-04,158.55
1904,2015-09-07,155.35
1905,2015-09-08,160.1
1906,2015-09-09,164.45
1907,2015-09-10,163.45
1908,2015-09-11,165.1
1909,2015-09-14,168.4
1910,2015-09-15,167.6
1911,2015-09-16,167.15
1912,2015-09-18,171.1
1913,2015-09-21,171.85
1914,2015-09-22,167.65
1915,2015-09-23,169.05
1916,2015-09-24,169.8
1917,2015-09-28,171.85
1918,2015-09-29,175.25
1919,2015-09-30,179.15
1920,2015-10-01,176.15
1921,2015-10-05,177.9
1922,2015-10-06,179.4
1923,2015-10-07,183.75
1924,2015-10-08,182.1
1925,2015-10-09,182.2
1926,2015-10-12,181.3
1927,2015-10-13,183.25
1928,2015-10-14,183.4
1929,2015-10-15,185.25
1930,2015-10-16,182.65
1931,2015-10-19,187.6
1932,2015-10-20,186.55
1933,2015-10-21,183.55
1934,2015-10-23,183.0
1935,2015-10-26,181.65
1936,2015-10-27,181.85
1937,2015-10-28,179.25
1938,2015-10-29,178.5
1939,2015-10-30,176.05
1940,2015-11-02,177.55
1941,2015-11-03,177.4
1942,2015-11-04,177.1
1943,2015-11-05,172.25
1944,2015-11-06,172.5
1945,2015-11-09,168.8
1946,2015-11-10,164.35
1947,2015-11-11,168.0
1948,2015-11-13,166.55
1949,2015-11-16,166.55
1950,2015-11-17,166.6
1951,2015-11-18,164.05
1952,2015-11-19,164.2
1953,2015-11-20,163.85
1954,2015-11-23,165.3
1955,2015-11-24,167.05
1956,2015-11-26,170.55
1957,2015-11-27,171.2
1958,2015-11-30,173.3
1959,2015-12-01,173.9
1960,2015-12-02,174.15
1961,2015-12-03,174.7
1962,2015-12-04,172.15
1963,2015-12-07,173.2
1964,2015-12-08,166.1
1965,2015-12-09,164.05
1966,2015-12-10,166.85
1967,2015-12-11,162.1
1968,2015-12-14,161.8
1969,2015-12-15,163.2
1970,2015-12-16,165.05
1971,2015-12-17,167.3
1972,2015-12-18,167.75
1973,2015-12-21,169.75
1974,2015-12-22,169.5
1975,2015-12-23,171.55
1976,2015-12-24,170.9
1977,2015-12-28,171.8
1978,2015-12-29,169.6
1979,2015-12-30,169.55
1980,2015-12-31,172.6
1981,2016-01-01,175.85
1982,2016-01-04,172.4
1983,2016-01-05,175.55
1984,2016-01-06,173.55
1985,2016-01-07,164.95
1986,2016-01-08,169.35
1987,2016-01-11,169.75
1988,2016-01-12,166.75
1989,2016-01-13,165.1
1990,2016-01-14,162.45
1991,2016-01-15,155.1
1992,2016-01-18,149.4
1993,2016-01-19,152.25
1994,2016-01-20,147.05
1995,2016-01-21,147.65
1996,2016-01-22,150.3
1997,2016-01-25,151.15
1998,2016-01-27,152.4
1999,2016-01-28,151.2
2000,2016-01-29,153.55
2001,2016-02-01,153.85
2002,2016-02-02,150.65
2003,2016-02-03,146.15
2004,2016-02-04,145.6
2005,2016-02-05,147.35
2006,2016-02-08,147.65
2007,2016-02-09,145.2
2008,2016-02-10,139.95
2009,2016-02-11,131.5
2010,2016-02-12,129.2
2011,2016-02-15,137.85
2012,2016-02-16,133.25
2013,2016-02-17,134.3
2014,2016-02-18,134.75
2015,2016-02-19,134.85
2016,2016-02-22,135.15
2017,2016-02-23,131.45
2018,2016-02-24,131.05
2019,2016-02-25,128.25
2020,2016-02-26,130.1
2021,2016-02-29,130.3
2022,2016-03-01,136.65
2023,2016-03-02,144.4
2024,2016-03-03,146.15
2025,2016-03-04,147.65
2026,2016-03-08,149.05
2027,2016-03-09,151.4
2028,2016-03-10,150.0
2029,2016-03-11,149.25
2030,2016-03-14,148.9
2031,2016-03-15,148.9
2032,2016-03-16,148.0
2033,2016-03-17,146.6
2034,2016-03-18,149.35
2035,2016-03-21,152.3
2036,2016-03-22,156.65
2037,2016-03-23,156.45
2038,2016-03-28,149.25
2039,2016-03-29,149.85
2040,2016-03-30,155.7
2041,2016-03-31,156.55
2042,2016-04-01,161.35
2043,2016-04-04,160.2
2044,2016-04-05,155.5
2045,2016-04-06,157.55
2046,2016-04-07,157.05
2047,2016-04-08,159.1
2048,2016-04-11,161.65
2049,2016-04-12,161.9
2050,2016-04-13,164.55
2051,2016-04-18,172.4
2052,2016-04-20,171.8
2053,2016-04-21,168.8
2054,2016-04-22,168.4
2055,2016-04-25,167.45
2056,2016-04-26,170.3
2057,2016-04-27,169.95
2058,2016-04-28,172.8
2059,2016-04-29,174.8
