,Date,NIFTY REALTY
3059,2020-05-18,163.3
3060,2020-05-19,162.15
3061,2020-05-20,165.75
3062,2020-05-21,165.5
3063,2020-05-22,163.55
3064,2020-05-26,165.5
3065,2020-05-27,168.4
3066,2020-05-28,172.7
3067,2020-05-29,180.1
3068,2020-06-01,185.6
3069,2020-06-02,194.75
3070,2020-06-03,200.85
3071,2020-06-04,197.35
3072,2020-06-05,202.0
3073,2020-06-08,202.65
3074,2020-06-09,202.65
3075,2020-06-10,206.6
3076,2020-06-11,202.3
3077,2020-06-12,204.65
3078,2020-06-15,198.5
3079,2020-06-16,196.85
3080,2020-06-17,198.35
3081,2020-06-18,200.15
3082,2020-06-19,212.95
3083,2020-06-22,215.05
3084,2020-06-23,221.25
3085,2020-06-24,215.4
3086,2020-06-25,213.2
3087,2020-06-26,211.2
3088,2020-06-29,203.7
3089,2020-06-30,202.65
3090,2020-07-01,201.2
3091,2020-07-02,201.05
3092,2020-07-03,203.1
3093,2020-07-06,209.2
3094,2020-07-07,207.75
3095,2020-07-08,203.7
3096,2020-07-09,204.75
3097,2020-07-10,206.1
3098,2020-07-13,202.8
3099,2020-07-14,199.7
3100,2020-07-15,195.6
3101,2020-07-16,195.6
3102,2020-07-17,196.4
3103,2020-07-20,197.25
3104,2020-07-21,201.1
3105,2020-07-22,199.05
3106,2020-07-23,201.85
3107,2020-07-24,198.4
3108,2020-07-27,195.1
3109,2020-07-28,198.25
3110,2020-07-29,198.3
3111,2020-07-30,198.15
3112,2020-07-31,201.0
3113,2020-08-03,198.55
3114,2020-08-04,202.25
3115,2020-08-05,202.4
3116,2020-08-06,204.6
3117,2020-08-07,203.95
3118,2020-08-10,209.75
3119,2020-08-11,208.6
3120,2020-08-12,207.05
3121,2020-08-13,208.95
3122,2020-08-14,207.1
3123,2020-08-17,209.15
3124,2020-08-18,217.6
3125,2020-08-19,220.35
3126,2020-08-20,221.3
3127,2020-08-21,224.05
3128,2020-08-24,221.8
3129,2020-08-25,217.05
3130,2020-08-26,218.8
3131,2020-08-27,232.8
3132,2020-08-28,233.1
3133,2020-08-31,222.75
3134,2020-09-01,224.5
3135,2020-09-02,225.75
3136,2020-09-03,225.3
3137,2020-09-04,220.05
3138,2020-09-07,218.0
3139,2020-09-08,214.25
3140,2020-09-09,211.05
3141,2020-09-10,212.25
3142,2020-09-11,214.95
3143,2020-09-14,222.95
3144,2020-09-15,221.35
3145,2020-09-16,226.35
3146,2020-09-17,222.5
3147,2020-09-18,226.75
3148,2020-09-21,213.95
3149,2020-09-22,210.0
3150,2020-09-23,211.65
3151,2020-09-24,205.1
3152,2020-09-25,209.4
3153,2020-09-28,215.75
3154,2020-09-29,213.15
3155,2020-09-30,211.9
